business_name,website,email,email_tier,phone,lead_score,validation_signals,source_query,email_role,Email_Source
Capital City HVAC,https://www.cchvacohio.com/,support@cchvacohio.com,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Upper Arlington Heating & Air,https://www.upperarlingtonair.com/,inbound@upperarlingtonair.com,1,+1 614-344-6867,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Westerville Air Conditioning & Heating,https://www.westervilleair.com/,inbound@westervilleair.com,1,+1 614-344-6906,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Canal Winchester Heating & Cooling,https://cwheating.com/,inbound@cwheating.com,1,+1 614-245-2487,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Right Way Heating and Cooling,http://www.rightwayhvac.com/,info@rightwayhvac.com,3,+1 614-751-0193,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Ohio Water Heaters,https://www.ohiowaterheaters.com/,admin@ohiowaterheaters.com,3,+1 614-714-6751,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Uptown Heating and Cooling,http://www.uptownhvac.com/,support@uptownhvac.com,3,+1 614-392-6050,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Ohio Valley Heating & Air,,,,+1 513-383-9515,75,,Ohio Google Batch 2,,
Stevenson Service Experts,https://www.serviceexperts.com/columbus-oh/,contact@serviceexperts.com,3,+1 614-810-8981,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
East Ohio Furnace,https://eastohiofurnace.com/,support@eastohiofurnace.com,3,+1 330-773-3325,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Ohio Heating and Cooling LLC,,,,+1 330-432-7472,75,,Ohio Google Batch 2,,
Ohio Temporary Heating & Air,https://ohiotempheat.com/,hello@ohiotempheat.com,3,+1 330-635-3181,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Columbus Hvac Services,http://columbushvacservices.com/,contact@columbushvacservices.com,3,+1 614-313-4730,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Best Service Heating & Cooling,https://www.bestservicehvac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,angel@bestservicehvac.com,1,+1 614-575-2378,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
USA Heating & Cooling,http://www.usaheatingandcooling.net/,support@usaheatingandcooling.net,3,+1 740-751-4400,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Pataskala Heating and Cooling LLC Rex Smith,,,,+1 740-739-7959,75,,Ohio Google Batch 2,,
Polar Bear Conditioned Air,https://polarbearair.net/,office@polarbearair.net,3,+1 614-499-4548,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Climate Heating & Cooling,https://www.climatecolumbus.com/,sales@climatecolumbus.com,3,+1 614-852-7336,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Columbus Heating & Cooling,,,,+1 380-268-8853,75,,Ohio Google Batch 2,,
Engineered Temperature Solutions,https://www.ohio-ets.com/,estimating@ohio-ets.com,1,+1 614-289-8733,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Delta T,http://www.deltatohio.com/,sales@deltatohio.com,3,+1 614-503-0245,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
MAC Heating & Cooling,https://www.macheatandcool.com/,office@macheatandcool.com,3,+1 740-397-7275,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Air Source,,,,+1 614-886-2008,75,,Ohio Google Batch 2,,
AK HVAC,,,,,75,,Ohio Google Batch 2,,
AirChanics of Ohio Heating & Cooling,https://www.airchanicshvac.com/,support@airchanicshvac.com,3,+1 937-426-4022,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
All Hours Mechanical,http://www.allhourshvac.com/,hello@allhourshvac.com,3,+1 614-567-7100,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Troyer HVAC,http://www.troyerhvac.com/,support@troyerhvac.com,3,+1 614-588-4826,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
R & R Heating & Cooling,https://rrheatingcooling.com/,admin@rrheatingcooling.com,3,+1 614-202-2528,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
"Central Ohio Plumbing, Heating & Cooling LLC",http://www.centralohhvac.com/,hello@centralohhvac.com,3,+1 419-571-2934,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Wise Heating and Cooling LLC,https://www.wiseheatingandcooling.com/,info@wiseheatingandcooling.com,3,+1 740-965-5545,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Wharton HVAC LLC,http://www.whartonhvac.com/,hello@whartonhvac.com,3,+1 740-570-4822,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Wenig's Heating & Cooling,,,,+1 740-383-5012,75,,Ohio Google Batch 2,,
AireCom HVAC,https://www.airecomhvac.com/,info@airecomhvac.com,3,+1 614-885-2473,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Hemmelgarn heating and cooling Services,https://www.hemmelgarnhc.com/,marty@hemmelgarnhc.com,1,+1 614-365-0109,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
"Bassett Services: Heating, Cooling, Plumbing & Electrical (Discount Drains)",https://bassettservices.com/lewis-center/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*036*bassett-services-lewis-center,OhioBassett@bassettservices.com,1,+1 614-333-9366,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Custom Air Conditioning and Heating Co.,https://www.customairco.com/,admin@customairco.com,3,+1 740-609-2696,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Wolfe & Sons Heating & Cooling,https://www.callwolfeandsons.com/,office@callwolfeandsons.com,3,+1 614-451-0846,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
"Dave Roush Heating, Cooling, & Plumbing",https://www.roushheatingcooling.com/,sales@roushheatingcooling.com,3,+1 740-382-3545,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Dave's Heating and Cooling,http://www.dhcservice.com/,sales@dhcservice.com,3,+1 419-545-2636,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Dill Mechanical,https://www.dillmechanical.com/,info@dillmechanical.com,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Heating & Cooling Doctors(A Division of Columbus Comfort),http://heatingcoolingdoctors.com/?utm_source=gmb&utm_medium=referral,contact@heatingcoolingdoctors.com,3,+1 614-657-2457,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Allied Restaurant Services of Ohio,,,,+1 419-589-4759,75,,Ohio Google Batch 2,,
Mid LLC,https://midohioac.com/,admin@midohioac.com,3,+1 614-291-4664,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Eichhorn Heating & Air,,,,+1 419-985-2181,75,,Ohio Google Batch 2,,
Alum Creek Heating & Cooling LLC,http://alumcreekheating.com/,sales@alumcreekheating.com,3,+1 419-253-9445,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
South Eastern Ohio Heating and Cooling,https://www.seocooling.com/,contact@seocooling.com,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
HVAC Mechanical Services,,,,+1 614-654-2230,75,,Ohio Google Batch 2,,
Heating & Air Conditioning Systems,https://heatingandacsystems.com/contact-us/,hello@heatingandacsystems.com,3,+1 614-882-2747,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Heating And Air Conditioning,,,,+1 614-708-0952,75,,Ohio Google Batch 2,,
Roberts Heating & Cooling,https://robertsheat.com/,office@robertsheat.com,3,+1 419-318-7756,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
AirMax Heating and Cooling,https://www.airmaxohio.net/,hello@airmaxohio.net,3,+1 800-870-6025,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Kain's Heating and Cooling LLC,http://www.kainsheatingandcooling.com/,hello@kainsheatingandcooling.com,3,+1 740-627-6293,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Ohio State Air,https://www.ohiostateair.com/,sales@ohiostateair.com,3,+1 614-200-5705,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Joe Logan Hvac,https://joeloganhvac.com/,hello@joeloganhvac.com,3,+1 937-272-8472,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
HVAC Heating & Cooling,,,,,75,,Ohio Google Batch 2,,
"EZ HEAT Heating, Cooling & Plumbing",https://ezheat4u.com/,support@ezheat4u.com,3,+1 419-589-4328,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Air Conditioning Contractors of Ohio,http://accohio.org/,sales@accohio.org,3,+1 800-353-2226,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
PJ's Heating and Cooling,https://www.pjsheatingandcooling.com/,hello@pjsheatingandcooling.com,3,+1 740-382-6141,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Prestige Heating and Cooling,https://www.prestige.ruudpropartner.com/,info@prestige.ruudpropartner.com,3,+1 614-496-6639,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Air Solutions Of Ohio,,,,+1 419-589-3600,75,,Ohio Google Batch 2,,
Kinn Brothers Heating Air Conditioning & Plumbing,http://www.kinnbrothers.com/,admin@kinnbrothers.com,3,+1 419-562-1484,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Ben Smith Heating and Cooling,,,,,75,,Ohio Google Batch 2,,
Ohio Buckeye Heating and Cooling,,,,+1 614-209-2765,75,,Ohio Google Batch 2,,
CASTLE HVAC,http://www.castlehvac.net/contact-us/,bids@castlehvac.net,1,+1 216-696-3940,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
TCS Heating & Cooling,http://www.tcsheatingcooling.com/,support@tcsheatingcooling.com,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
"Muetzel Plumbing, Heating & Cooling",https://www.centralohioplumbingandheating.com/,hello@centralohioplumbingandheating.com,3,+1 614-299-7700,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Airpro ohio,https://airproohio.com/,hello@airproohio.com,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Climatech Heating & Cooling,,,,+1 614-575-8324,75,,Ohio Google Batch 2,,
Air Quest Heating and Cooling,,,,+1 614-866-2665,75,,Ohio Google Batch 2,,
Rite Temperature,,,,+1 614-497-3619,75,,Ohio Google Batch 2,,
"Quality Plumbing and Heating, Air Conditioning, Inc.",,,,+1 419-342-6216,75,,Ohio Google Batch 2,,
SuperTec Heating & Cooling,http://www.supertechvac.com/,admin@supertechvac.com,3,+1 614-595-9251,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Lakeside Heating & Cooling,,,,+1 614-443-0038,75,,Ohio Google Batch 2,,
LAPP Heating & Cooling,http://www.lappheating.com/,info@lappheating.com,3,+1 740-397-2563,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Good Guys Heating and Cooling,,,,+1 740-507-0095,75,,Ohio Google Batch 2,,
Del-Co Heating & Cooling,,,,+1 740-369-2665,75,,Ohio Google Batch 2,,
"Expert Services, LLC",https://expert-hvac.com/,support@expert-hvac.com,3,+1 614-946-8461,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Ohio Heating & Cooling,,,,+1 330-339-5666,75,,Ohio Google Batch 2,,
Amstutz & Sons Heating,,,,+1 740-240-0737,75,,Ohio Google Batch 2,,
Enervise,http://www.enervise.com/,sales@enervise.com,3,+1 614-968-7207,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Comfort Doctors Heating & Cooling,,,,+1 614-762-7252,75,,Ohio Google Batch 2,,
Hubbs Heating & Air,http://hubbsheating.com/,support@hubbsheating.com,3,+1 614-999-3082,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Trusted Heating & Cooling Solutions,https://www.trustedhvacsolutions.com/pinckney-mi/?utm_source=GBP-Pinckney&utm_medium=GBP&utm_campaign=GBP_homepage,contact@trustedhvacsolutions.com,3,+1 810-819-2984,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Royal B's Heating-Cooling & Handyman,,,,+1 833-762-7227,75,,Ohio Google Batch 2,,
Stringtown Heating & Cooling,https://www.grovecityhvac.com/,hello@grovecityhvac.com,3,+1 614-429-1920,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Tucker Heating and Air Conditioning Middletown ohio,http://www.tuckerheating.com/,sales@tuckerheating.com,3,+1 513-422-7171,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Rheem HVAC,,,,+1 513-293-8566,75,,Ohio Google Batch 2,,
Mercury Heating & Cooling,http://www.mercury-hvac.com/,support@mercury-hvac.com,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Vent Masters HVAC Services Ohio,,,,+1 937-458-8030,75,,Ohio Google Batch 2,,
Sunbury Plumbing & Heating,,,,+1 740-965-3071,75,,Ohio Google Batch 2,,
"PTI Electric, Plumbing, & HVAC",https://pti-electric.com/,support@pti-electric.com,3,+1 614-987-8784,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Mid-Ohio Ductless,http://midohioductless.com/,sales@midohioductless.com,3,+1 740-392-5660,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
"Dakota Mechanical - Heating, Ventilation and Air Conditioning",http://dakotamechanicalhvac.com/,sales@dakotamechanicalhvac.com,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
"Curfman Heating, Cooling & Plumbing",,,,+1 614-800-3599,75,,Ohio Google Batch 2,,
Thompson plumbing and hvac services llc,http://www.thompsonplumbingandhvacservices.com/,hello@thompsonplumbingandhvacservices.com,3,+1 937-594-1820,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Savings HVAC,https://savingshvac.com/contact-us/,dave@savingshvac.com,1,+1 513-728-4647,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
"Air Duct Cleaning and Dryer Vent Cleaning Of Columbus, Ohio",,,,,75,,Ohio Google Batch 2,,
All in One Housing Specialists,http://www.all-in-onehousingspecialist.com/,admin@all-in-onehousingspecialist.com,3,+1 740-361-8296,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Harden Hvac and Small Appliances,,,,,75,,Ohio Google Batch 2,,
Black's Heating and Air Conditioning,http://brian.my-free.website/,support@brian.my-free.website,3,+1 419-631-8561,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Wenger Temperature Control,http://www.wengertempcontrol.com/,support@wengertempcontrol.com,3,+1 614-443-2212,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Assurance Air LLC,http://www.assurance-air.com/,sales@assurance-air.com,3,+1 614-901-9110,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Fadika heating and cooling llc,,,,+1 614-313-3476,75,,Ohio Google Batch 2,,
Hitech PTAC Services Ohio,http://www.hitechptacservicesohio.com/,contact@hitechptacservicesohio.com,3,+1 234-805-1105,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Evolution heating&cooling,,,,+1 614-600-1102,75,,Ohio Google Batch 2,,
KD Heating and Cooling,https://kdhvacair.com/,sales@kdhvacair.com,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Northeast Ohio Heating & AC,http://www.northeastohioheating.com/,sales@northeastohioheating.com,3,+1 330-454-4484,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Albion Heating & Air Conditioning,,,,+1 614-954-3258,75,,Ohio Google Batch 2,,
RACR Heating & Cooling,,,,+1 419-884-0481,75,,Ohio Google Batch 2,,
"Brittman Heating and Ventilation, LLC",http://www.brittmanheating.com/?cid=glbc&utm_source=google&utm_medium=organic&utm,hello@brittmanheating.com,3,+1 614-858-8400,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Salmons Heating & Cooling LLC,,,,,75,,Ohio Google Batch 2,,
Huge Heating & Cooling,https://www.hugeheating.com/contact/,info@hugeheating.com,3,+1 440-234-4157,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
J & J Plumbing & HVAC,,,,+1 740-225-4532,75,,Ohio Google Batch 2,,
Air Plus Heating and Cooling,http://www.airplusheatingcooling.com/,office@airplusheatingcooling.com,3,+1 740-625-7587,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
"Scarlet Oak Heating, Cooling, and Plumbing",https://www.scarletoakoh.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15184972136025981434,support@scarletoakoh.com,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Complete Air Systems Heating & Cooling LLC,http://completeairsystemsoh.com/,support@completeairsystemsoh.com,3,+1 740-345-2021,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
A.S.A.P. Repair,http://asaprepair.net/,info@asaprepair.net,3,+1 937-539-6475,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Gahanna Furnace & Air Conditioning,https://www.gahannaair.com/,inbound@gahannaair.com,1,+1 614-379-3602,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Lowe's Air Duct Cleaning,https://lowesair.com/ohio/columbus/?utm_source=google&utm_medium=organic&utm_campaign=gmb-columbus-oh,hello@lowesair.com,3,+1 614-300-3008,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
James Heating Cooling & Electrical,,,,+1 740-747-0226,75,,Ohio Google Batch 2,,
All Service Repair,,,,+1 614-546-6742,75,,Ohio Google Batch 2,,
Better Service LLC,https://betterservicellc.com/,support@betterservicellc.com,3,+1 614-784-3133,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Reliable HVAC Services,http://www.reliablehvacsc.com/,support@reliablehvacsc.com,3,+1 864-315-3100,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Five Star Cooling,https://www.columbusacrepair.com/,support@columbusacrepair.com,3,+1 614-310-4998,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
MB Mechanical Ohio,https://mb-columbus.com/contact/,admin@mb-columbus.com,3,+1 614-928-3532,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
General Heating and Air Conditioning,,,,+1 614-696-2648,75,,Ohio Google Batch 2,,
"Heights A/C & Heating, LLC.",http://www.heightsacandheating.com/,sales@heightsacandheating.com,3,+1 832-729-0017,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Ross Heating & Cooling,,,,+1 740-362-7677,75,,Ohio Google Batch 2,,
Essential Air Care LLC.,,,,+1 614-984-7172,75,,Ohio Google Batch 2,,
All year heating & cooling,,,,+1 614-706-3106,75,,Ohio Google Batch 2,,
Kozik Plumbing Heating & Cooling,http://kozikplumbingheating.com/,sales@kozikplumbingheating.com,3,+1 419-468-3328,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
HVAC in Harmony,https://hvacinharmony.com/,sales@hvacinharmony.com,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Hero Heating Cooling & Home Repairs Co,https://hero-heating-cooling-home-repairs.square.site/,office@hero-heating-cooling-home-repairs.square.site,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Foxcroft HVAC & Refrigeration,,,,,75,,Ohio Google Batch 2,,
Rickett Industrial Environmental Systems,http://rickettindustrial.com/,sales@rickettindustrial.com,3,+1 419-747-7721,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Central Ohio Construction Group,http://www.cocginc.com/,joshua@cocginc.com,1,+1 513-827-1273,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Delta T Mechanical,https://deltatmechanical.com/,support@deltatmechanical.com,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
1st Class Air Conditioning Services,,,,,75,,Ohio Google Batch 2,,
F5 Facility Services Ohio,https://f5svcs.com/,iml@f5svcs.com,1,+1 412-921-5555,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Affinity Heating & Cooling Solutions LLC,,,,+1 419-569-7155,75,,Ohio Google Batch 2,,
614 HVAC services,https://preview--columbus-hvac-copywriter.lovable.app/,sales@preview--columbus-hvac-copywriter.lovable.app,3,,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Hero Heating Cooling & Home Repairs,,,,+1 614-441-8693,75,,Ohio Google Batch 2,,
Maher Shamrukh Heating and Cooling,,,,+1 614-721-8359,75,,Ohio Google Batch 2,,
Liberty Industrial Services,http://libertyindustrial.org/,ben.davis@libertyindustrial.org,1,+1 740-501-5451,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
S & L Heating / Cooling,,,,+1 740-251-7845,75,,Ohio Google Batch 2,,
Best Air Conditioning & Heating,https://www.bestairsatx.com/,john@bestairsatx.com,1,+1 210-494-2255,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Salmons Heating & Cooling,,,,+1 614-329-9067,75,,Ohio Google Batch 2,,
Fillmore HVAC & Refrigeration,,,,,75,,Ohio Google Batch 2,,
Ace Welding & Mechanical LLC and Crane Services,,,,,75,,Ohio Google Batch 2,,
Mr Fix It LLC,https://www.mrfixllcdublin.com/,hello@mrfixllcdublin.com,3,+1 614-596-8396,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
C W Payne Services Co Inc,,,,+1 740-397-6110,75,,Ohio Google Batch 2,,
Bart Fey HVAC LLC,https://bartfeyhvacoh.com/,office@bartfeyhvacoh.com,3,+1 614-641-5920,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Handyman Hart,https://www.handymanhart.com/,tyler@handymanhart.com,1,,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Johns Custom Remodeling,https://johnscustomremodelingllc.com/,office@johnscustomremodelingllc.com,3,+1 614-743-6515,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
Koala Insulation of Central Ohio,https://koalainsulation.com/central-ohio?utm_source=extnet&utm_medium=yext,support@koalainsulation.com,3,+1 614-696-6458,75,,Ohio Google Batch 2,operational,Tier 3 (Operational)
