business_name,website,email,email_tier,phone,lead_score,validation_signals,source_query,email_role,Email_Source
"Central Ohio Plumbing, Heating & Cooling LLC",http://www.centralohhvac.com/,,,+1 419-571-2934,75,,Ohio Google Batch 2,,
Wise Heating and Cooling LLC,https://www.wiseheatingandcooling.com/,,,+1 740-965-5545,75,,Ohio Google Batch 2,,
Wharton HVAC LLC,http://www.whartonhvac.com/,,,+1 740-570-4822,75,,Ohio Google Batch 2,,
Wenig's Heating & Cooling,,,,+1 740-383-5012,75,,Ohio Google Batch 2,,
AireCom HVAC,https://www.airecomhvac.com/,,,+1 614-885-2473,75,,Ohio Google Batch 2,,
Hemmelgarn heating and cooling Services,https://www.hemmelgarnhc.com/,,,+1 614-365-0109,75,,Ohio Google Batch 2,,
"Bassett Services: Heating, Cooling, Plumbing & Electrical (Discount Drains)",https://bassettservices.com/lewis-center/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*036*bassett-services-lewis-center,,,+1 614-333-9366,75,,Ohio Google Batch 2,,
Custom Air Conditioning and Heating Co.,https://www.customairco.com/,,,+1 740-609-2696,75,,Ohio Google Batch 2,,
Wolfe & Sons Heating & Cooling,https://www.callwolfeandsons.com/,,,+1 614-451-0846,75,,Ohio Google Batch 2,,
"Dave Roush Heating, Cooling, & Plumbing",https://www.roushheatingcooling.com/,,,+1 740-382-3545,75,,Ohio Google Batch 2,,
Dave's Heating and Cooling,http://www.dhcservice.com/,,,+1 419-545-2636,75,,Ohio Google Batch 2,,
Dill Mechanical,https://www.dillmechanical.com/,,,,75,,Ohio Google Batch 2,,
Heating & Cooling Doctors(A Division of Columbus Comfort),http://heatingcoolingdoctors.com/?utm_source=gmb&utm_medium=referral,,,+1 614-657-2457,75,,Ohio Google Batch 2,,
Allied Restaurant Services of Ohio,,,,+1 419-589-4759,75,,Ohio Google Batch 2,,
Mid LLC,https://midohioac.com/,,,+1 614-291-4664,75,,Ohio Google Batch 2,,
Eichhorn Heating & Air,,,,+1 419-985-2181,75,,Ohio Google Batch 2,,
Alum Creek Heating & Cooling LLC,http://alumcreekheating.com/,,,+1 419-253-9445,75,,Ohio Google Batch 2,,
South Eastern Ohio Heating and Cooling,https://www.seocooling.com/,,,,75,,Ohio Google Batch 2,,
HVAC Mechanical Services,,,,+1 614-654-2230,75,,Ohio Google Batch 2,,
Heating & Air Conditioning Systems,https://heatingandacsystems.com/contact-us/,,,+1 614-882-2747,75,,Ohio Google Batch 2,,
Heating And Air Conditioning,,,,+1 614-708-0952,75,,Ohio Google Batch 2,,
Roberts Heating & Cooling,https://robertsheat.com/,,,+1 419-318-7756,75,,Ohio Google Batch 2,,
AirMax Heating and Cooling,https://www.airmaxohio.net/,,,+1 800-870-6025,75,,Ohio Google Batch 2,,
Kain's Heating and Cooling LLC,http://www.kainsheatingandcooling.com/,,,+1 740-627-6293,75,,Ohio Google Batch 2,,
Ohio State Air,https://www.ohiostateair.com/,,,+1 614-200-5705,75,,Ohio Google Batch 2,,
Joe Logan Hvac,https://joeloganhvac.com/,,,+1 937-272-8472,75,,Ohio Google Batch 2,,
HVAC Heating & Cooling,,,,,75,,Ohio Google Batch 2,,
"EZ HEAT Heating, Cooling & Plumbing",https://ezheat4u.com/,,,+1 419-589-4328,75,,Ohio Google Batch 2,,
Air Conditioning Contractors of Ohio,http://accohio.org/,,,+1 800-353-2226,75,,Ohio Google Batch 2,,
PJ's Heating and Cooling,https://www.pjsheatingandcooling.com/,,,+1 740-382-6141,75,,Ohio Google Batch 2,,
Prestige Heating and Cooling,https://www.prestige.ruudpropartner.com/,,,+1 614-496-6639,75,,Ohio Google Batch 2,,
Air Solutions Of Ohio,,,,+1 419-589-3600,75,,Ohio Google Batch 2,,
Kinn Brothers Heating Air Conditioning & Plumbing,http://www.kinnbrothers.com/,,,+1 419-562-1484,75,,Ohio Google Batch 2,,
Ben Smith Heating and Cooling,,,,,75,,Ohio Google Batch 2,,
Ohio Buckeye Heating and Cooling,,,,+1 614-209-2765,75,,Ohio Google Batch 2,,
CASTLE HVAC,http://www.castlehvac.net/contact-us/,,,+1 216-696-3940,75,,Ohio Google Batch 2,,
TCS Heating & Cooling,http://www.tcsheatingcooling.com/,,,,75,,Ohio Google Batch 2,,
"Muetzel Plumbing, Heating & Cooling",https://www.centralohioplumbingandheating.com/,,,+1 614-299-7700,75,,Ohio Google Batch 2,,
Airpro ohio,https://airproohio.com/,,,,75,,Ohio Google Batch 2,,
Climatech Heating & Cooling,,,,+1 614-575-8324,75,,Ohio Google Batch 2,,
Air Quest Heating and Cooling,,,,+1 614-866-2665,75,,Ohio Google Batch 2,,
Rite Temperature,,,,+1 614-497-3619,75,,Ohio Google Batch 2,,
"Quality Plumbing and Heating, Air Conditioning, Inc.",,,,+1 419-342-6216,75,,Ohio Google Batch 2,,
SuperTec Heating & Cooling,http://www.supertechvac.com/,,,+1 614-595-9251,75,,Ohio Google Batch 2,,
Lakeside Heating & Cooling,,,,+1 614-443-0038,75,,Ohio Google Batch 2,,
LAPP Heating & Cooling,http://www.lappheating.com/,,,+1 740-397-2563,75,,Ohio Google Batch 2,,
Good Guys Heating and Cooling,,,,+1 740-507-0095,75,,Ohio Google Batch 2,,
Del-Co Heating & Cooling,,,,+1 740-369-2665,75,,Ohio Google Batch 2,,
"Expert Services, LLC",https://expert-hvac.com/,,,+1 614-946-8461,75,,Ohio Google Batch 2,,
Ohio Heating & Cooling,,,,+1 330-339-5666,75,,Ohio Google Batch 2,,
Amstutz & Sons Heating,,,,+1 740-240-0737,75,,Ohio Google Batch 2,,
Enervise,http://www.enervise.com/,,,+1 614-968-7207,75,,Ohio Google Batch 2,,
Comfort Doctors Heating & Cooling,,,,+1 614-762-7252,75,,Ohio Google Batch 2,,
Hubbs Heating & Air,http://hubbsheating.com/,,,+1 614-999-3082,75,,Ohio Google Batch 2,,
Trusted Heating & Cooling Solutions,https://www.trustedhvacsolutions.com/pinckney-mi/?utm_source=GBP-Pinckney&utm_medium=GBP&utm_campaign=GBP_homepage,,,+1 810-819-2984,75,,Ohio Google Batch 2,,
Royal B's Heating-Cooling & Handyman,,,,+1 833-762-7227,75,,Ohio Google Batch 2,,
Stringtown Heating & Cooling,https://www.grovecityhvac.com/,,,+1 614-429-1920,75,,Ohio Google Batch 2,,
Tucker Heating and Air Conditioning Middletown ohio,http://www.tuckerheating.com/,,,+1 513-422-7171,75,,Ohio Google Batch 2,,
Rheem HVAC,,,,+1 513-293-8566,75,,Ohio Google Batch 2,,
Mercury Heating & Cooling,http://www.mercury-hvac.com/,,,,75,,Ohio Google Batch 2,,
Vent Masters HVAC Services Ohio,,,,+1 937-458-8030,75,,Ohio Google Batch 2,,
Sunbury Plumbing & Heating,,,,+1 740-965-3071,75,,Ohio Google Batch 2,,
"PTI Electric, Plumbing, & HVAC",https://pti-electric.com/,,,+1 614-987-8784,75,,Ohio Google Batch 2,,
Mid-Ohio Ductless,http://midohioductless.com/,,,+1 740-392-5660,75,,Ohio Google Batch 2,,
"Dakota Mechanical - Heating, Ventilation and Air Conditioning",http://dakotamechanicalhvac.com/,,,,75,,Ohio Google Batch 2,,
"Curfman Heating, Cooling & Plumbing",,,,+1 614-800-3599,75,,Ohio Google Batch 2,,
Thompson plumbing and hvac services llc,http://www.thompsonplumbingandhvacservices.com/,,,+1 937-594-1820,75,,Ohio Google Batch 2,,
Savings HVAC,https://savingshvac.com/contact-us/,,,+1 513-728-4647,75,,Ohio Google Batch 2,,
"Air Duct Cleaning and Dryer Vent Cleaning Of Columbus, Ohio",,,,,75,,Ohio Google Batch 2,,
All in One Housing Specialists,http://www.all-in-onehousingspecialist.com/,,,+1 740-361-8296,75,,Ohio Google Batch 2,,
Harden Hvac and Small Appliances,,,,,75,,Ohio Google Batch 2,,
Black's Heating and Air Conditioning,http://brian.my-free.website/,,,+1 419-631-8561,75,,Ohio Google Batch 2,,
Wenger Temperature Control,http://www.wengertempcontrol.com/,,,+1 614-443-2212,75,,Ohio Google Batch 2,,
Assurance Air LLC,http://www.assurance-air.com/,,,+1 614-901-9110,75,,Ohio Google Batch 2,,
Fadika heating and cooling llc,,,,+1 614-313-3476,75,,Ohio Google Batch 2,,
Hitech PTAC Services Ohio,http://www.hitechptacservicesohio.com/,,,+1 234-805-1105,75,,Ohio Google Batch 2,,
Evolution heating&cooling,,,,+1 614-600-1102,75,,Ohio Google Batch 2,,
KD Heating and Cooling,https://kdhvacair.com/,,,,75,,Ohio Google Batch 2,,
Northeast Ohio Heating & AC,http://www.northeastohioheating.com/,,,+1 330-454-4484,75,,Ohio Google Batch 2,,
Albion Heating & Air Conditioning,,,,+1 614-954-3258,75,,Ohio Google Batch 2,,
RACR Heating & Cooling,,,,+1 419-884-0481,75,,Ohio Google Batch 2,,
"Brittman Heating and Ventilation, LLC",http://www.brittmanheating.com/?cid=glbc&utm_source=google&utm_medium=organic&utm,,,+1 614-858-8400,75,,Ohio Google Batch 2,,
Salmons Heating & Cooling LLC,,,,,75,,Ohio Google Batch 2,,
Huge Heating & Cooling,https://www.hugeheating.com/contact/,,,+1 440-234-4157,75,,Ohio Google Batch 2,,
J & J Plumbing & HVAC,,,,+1 740-225-4532,75,,Ohio Google Batch 2,,
Air Plus Heating and Cooling,http://www.airplusheatingcooling.com/,,,+1 740-625-7587,75,,Ohio Google Batch 2,,
"Scarlet Oak Heating, Cooling, and Plumbing",https://www.scarletoakoh.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15184972136025981434,,,,75,,Ohio Google Batch 2,,
Complete Air Systems Heating & Cooling LLC,http://completeairsystemsoh.com/,,,+1 740-345-2021,75,,Ohio Google Batch 2,,
A.S.A.P. Repair,http://asaprepair.net/,,,+1 937-539-6475,75,,Ohio Google Batch 2,,
Gahanna Furnace & Air Conditioning,https://www.gahannaair.com/,,,+1 614-379-3602,75,,Ohio Google Batch 2,,
Lowe's Air Duct Cleaning,https://lowesair.com/ohio/columbus/?utm_source=google&utm_medium=organic&utm_campaign=gmb-columbus-oh,,,+1 614-300-3008,75,,Ohio Google Batch 2,,
James Heating Cooling & Electrical,,,,+1 740-747-0226,75,,Ohio Google Batch 2,,
All Service Repair,,,,+1 614-546-6742,75,,Ohio Google Batch 2,,
Better Service LLC,https://betterservicellc.com/,,,+1 614-784-3133,75,,Ohio Google Batch 2,,
Reliable HVAC Services,http://www.reliablehvacsc.com/,,,+1 864-315-3100,75,,Ohio Google Batch 2,,
Five Star Cooling,https://www.columbusacrepair.com/,,,+1 614-310-4998,75,,Ohio Google Batch 2,,
MB Mechanical Ohio,https://mb-columbus.com/contact/,,,+1 614-928-3532,75,,Ohio Google Batch 2,,
General Heating and Air Conditioning,,,,+1 614-696-2648,75,,Ohio Google Batch 2,,
"Heights A/C & Heating, LLC.",http://www.heightsacandheating.com/,,,+1 832-729-0017,75,,Ohio Google Batch 2,,
Ross Heating & Cooling,,,,+1 740-362-7677,75,,Ohio Google Batch 2,,
Essential Air Care LLC.,,,,+1 614-984-7172,75,,Ohio Google Batch 2,,
All year heating & cooling,,,,+1 614-706-3106,75,,Ohio Google Batch 2,,
Kozik Plumbing Heating & Cooling,http://kozikplumbingheating.com/,,,+1 419-468-3328,75,,Ohio Google Batch 2,,
HVAC in Harmony,https://hvacinharmony.com/,,,,75,,Ohio Google Batch 2,,
Hero Heating Cooling & Home Repairs Co,https://hero-heating-cooling-home-repairs.square.site/,,,,75,,Ohio Google Batch 2,,
Foxcroft HVAC & Refrigeration,,,,,75,,Ohio Google Batch 2,,
Rickett Industrial Environmental Systems,http://rickettindustrial.com/,,,+1 419-747-7721,75,,Ohio Google Batch 2,,
Central Ohio Construction Group,http://www.cocginc.com/,,,+1 513-827-1273,75,,Ohio Google Batch 2,,
Delta T Mechanical,https://deltatmechanical.com/,,,,75,,Ohio Google Batch 2,,
1st Class Air Conditioning Services,,,,,75,,Ohio Google Batch 2,,
F5 Facility Services Ohio,https://f5svcs.com/,,,+1 412-921-5555,75,,Ohio Google Batch 2,,
Affinity Heating & Cooling Solutions LLC,,,,+1 419-569-7155,75,,Ohio Google Batch 2,,
614 HVAC services,https://preview--columbus-hvac-copywriter.lovable.app/,,,,75,,Ohio Google Batch 2,,
Hero Heating Cooling & Home Repairs,,,,+1 614-441-8693,75,,Ohio Google Batch 2,,
Maher Shamrukh Heating and Cooling,,,,+1 614-721-8359,75,,Ohio Google Batch 2,,
Liberty Industrial Services,http://libertyindustrial.org/,,,+1 740-501-5451,75,,Ohio Google Batch 2,,
S & L Heating / Cooling,,,,+1 740-251-7845,75,,Ohio Google Batch 2,,
Best Air Conditioning & Heating,https://www.bestairsatx.com/,,,+1 210-494-2255,75,,Ohio Google Batch 2,,
Salmons Heating & Cooling,,,,+1 614-329-9067,75,,Ohio Google Batch 2,,
Fillmore HVAC & Refrigeration,,,,,75,,Ohio Google Batch 2,,
Ace Welding & Mechanical LLC and Crane Services,,,,,75,,Ohio Google Batch 2,,
Mr Fix It LLC,https://www.mrfixllcdublin.com/,,,+1 614-596-8396,75,,Ohio Google Batch 2,,
C W Payne Services Co Inc,,,,+1 740-397-6110,75,,Ohio Google Batch 2,,
Bart Fey HVAC LLC,https://bartfeyhvacoh.com/,,,+1 614-641-5920,75,,Ohio Google Batch 2,,
Handyman Hart,https://www.handymanhart.com/,,,,75,,Ohio Google Batch 2,,
Johns Custom Remodeling,https://johnscustomremodelingllc.com/,,,+1 614-743-6515,75,,Ohio Google Batch 2,,
Koala Insulation of Central Ohio,https://koalainsulation.com/central-ohio?utm_source=extnet&utm_medium=yext,,,+1 614-696-6458,75,,Ohio Google Batch 2,,
